tile_path,label_id,label_name,video_id,frame_idx,x,y,tile
tiles/dirty_highway_dirty_highway9__f000294__x0448_y0224.jpg,0.0,clean,dirty_highway_dirty_highway9,294,448,224,224
tiles/dirty_highway_dirty_highway10__f000345__x0448_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway10,345,448,224,224
tiles/clean_highway_clean_highway1__f001332__x0224_y0224.jpg,0.0,clean,clean_highway_clean_highway1,1332,224,224,224
tiles/dirty_sector_dirty_sector6__f000210__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector6,210,224,224,224
tiles/clean_highway_clean_highway1__f000942__x0448_y0224.jpg,0.0,clean,clean_highway_clean_highway1,942,448,224,224
tiles/dirty_sector_dirty_sector4__f001590__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector4,1590,224,224,224
tiles/clean_highway_clean_highway5__f000462__x0224_y0224.jpg,2.0,ignore,clean_highway_clean_highway5,462,224,224,224
tiles/dirty_sector_dirty_sector7__f007122__x0224_y0224.jpg,2.0,ignore,dirty_sector_dirty_sector7,7122,224,224,224
tiles/dirty_sector_dirty_sector2__f001068__x0448_y0224.jpg,0.0,clean,dirty_sector_dirty_sector2,1068,448,224,224
tiles/dirty_sector_dirty_sector1__f000852__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector1,852,224,224,224
tiles/dirty_highway_dirty_highway10__f000450__x0224_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway10,450,224,224,224
tiles/dirty_highway_dirty_highway9__f000384__x0224_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway9,384,224,224,224
tiles/dirty_sector_dirty_sector7__f000882__x0224_y0224.jpg,2.0,ignore,dirty_sector_dirty_sector7,882,224,224,224
tiles/clean_highway_clean_highway9__f000624__x0448_y0224.jpg,0.0,clean,clean_highway_clean_highway9,624,448,224,224
tiles/dirty_sector_dirty_sector7__f007524__x0224_y0224.jpg,2.0,ignore,dirty_sector_dirty_sector7,7524,224,224,224
tiles/dirty_highway_dirty_highway4__f001518__x0224_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway4,1518,224,224,224
tiles/clean_highway_clean_highway2__f001068__x0448_y0224.jpg,0.0,clean,clean_highway_clean_highway2,1068,448,224,224
tiles/dirty_sector_dirty_sector6__f000300__x0448_y0224.jpg,0.0,clean,dirty_sector_dirty_sector6,300,448,224,224
tiles/clean_highway_clean_highway11__f002690__x0224_y0224.jpg,2.0,ignore,clean_highway_clean_highway11,2690,224,224,224
tiles/clean_highway_clean_highway6__f000505__x0448_y0224.jpg,2.0,ignore,clean_highway_clean_highway6,505,448,224,224
tiles/clean_highway_clean_highway2__f001056__x0448_y0224.jpg,0.0,clean,clean_highway_clean_highway2,1056,448,224,224
tiles/dirty_sector_dirty_sector9__f000624__x0448_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector9,624,448,224,224
tiles/dirty_sector_dirty_sector4__f001458__x0448_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector4,1458,448,224,224
tiles/dirty_sector_dirty_sector1__f001110__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector1,1110,224,224,224
tiles/clean_highway_clean_highway9__f000528__x0224_y0224.jpg,0.0,clean,clean_highway_clean_highway9,528,224,224,224
tiles/dirty_highway_dirty_highway6__f001830__x0448_y0224.jpg,1.0,unclean,dirty_highway_dirty_highway6,1830,448,224,224
tiles/dirty_highway_dirty_highway11__f001296__x0448_y0224.jpg,0.0,clean,dirty_highway_dirty_highway11,1296,448,224,224
tiles/clean_highway_clean_highway11__f002475__x0224_y0224.jpg,0.0,clean,clean_highway_clean_highway11,2475,224,224,224
tiles/clean_highway_clean_highway5__f000594__x0448_y0224.jpg,2.0,ignore,clean_highway_clean_highway5,594,448,224,224
tiles/clean_highway_clean_highway2__f001488__x0448_y0224.jpg,0.0,clean,clean_highway_clean_highway2,1488,448,224,224
tiles/dirty_sector_dirty_sector9__f000516__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector9,516,224,224,224
tiles/dirty_highway_dirty_highway8__f001144__x0448_y0224.jpg,0.0,clean,dirty_highway_dirty_highway8,1144,448,224,224
tiles/dirty_highway_dirty_highway6__f000678__x0224_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway6,678,224,224,224
tiles/clean_highway_clean_highway5__f000192__x0448_y0224.jpg,2.0,ignore,clean_highway_clean_highway5,192,448,224,224
tiles/dirty_sector_dirty_sector9__f000612__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector9,612,224,224,224
tiles/dirty_highway_dirty_highway10__f000060__x0448_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway10,60,448,224,224
tiles/dirty_sector_dirty_sector6__f000336__x0224_y0224.jpg,0.0,clean,dirty_sector_dirty_sector6,336,224,224,224
tiles/dirty_sector_dirty_sector7__f007512__x0448_y0224.jpg,2.0,ignore,dirty_sector_dirty_sector7,7512,448,224,224
tiles/dirty_highway_dirty_highway5__f000330__x0224_y0224.jpg,0.0,clean,dirty_highway_dirty_highway5,330,224,224,224
tiles/clean_highway_clean_highway9__f000612__x0224_y0224.jpg,1.0,unclean,clean_highway_clean_highway9,612,224,224,224
tiles/clean_highway_clean_highway6__f000135__x0224_y0224.jpg,1.0,unclean,clean_highway_clean_highway6,135,224,224,224
tiles/dirty_highway_dirty_highway7__f000912__x0224_y0224.jpg,0.0,clean,dirty_highway_dirty_highway7,912,224,224,224
tiles/dirty_sector_dirty_sector1__f000864__x0448_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector1,864,448,224,224
tiles/dirty_highway_dirty_highway4__f001128__x0448_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway4,1128,448,224,224
tiles/dirty_highway_dirty_highway6__f000696__x0448_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway6,696,448,224,224
tiles/dirty_highway_dirty_highway9__f000663__x0224_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway9,663,224,224,224
tiles/dirty_highway_dirty_highway6__f000144__x0224_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway6,144,224,224,224
tiles/dirty_highway_dirty_highway9__f000486__x0224_y0224.jpg,0.0,clean,dirty_highway_dirty_highway9,486,224,224,224
tiles/dirty_sector_dirty_sector1__f000882__x0448_y0224.jpg,0.0,clean,dirty_sector_dirty_sector1,882,448,224,224
tiles/dirty_sector_dirty_sector2__f001086__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector2,1086,224,224,224
tiles/dirty_highway_dirty_highway9__f000354__x0448_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway9,354,448,224,224
tiles/clean_highway_clean_highway5__f000648__x0448_y0224.jpg,0.0,clean,clean_highway_clean_highway5,648,448,224,224
tiles/clean_highway_clean_highway2__f001086__x0224_y0224.jpg,0.0,clean,clean_highway_clean_highway2,1086,224,224,224
tiles/clean_highway_clean_highway7__f000852__x0448_y0224.jpg,2.0,ignore,clean_highway_clean_highway7,852,448,224,224
tiles/dirty_highway_dirty_highway6__f001806__x0224_y0224.jpg,1.0,unclean,dirty_highway_dirty_highway6,1806,224,224,224
tiles/dirty_sector_dirty_sector6__f000402__x0448_y0224.jpg,0.0,clean,dirty_sector_dirty_sector6,402,448,224,224
tiles/dirty_highway_dirty_highway6__f000276__x0448_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway6,276,448,224,224
tiles/dirty_highway_dirty_highway10__f000285__x0448_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway10,285,448,224,224
tiles/dirty_highway_dirty_highway9__f000867__x0224_y0224.jpg,2.0,ignore,dirty_highway_dirty_highway9,867,224,224,224
tiles/clean_highway_clean_highway6__f001090__x0224_y0224.jpg,1.0,unclean,clean_highway_clean_highway6,1090,224,224,224
tiles/clean_highway_clean_highway7__f000564__x0224_y0224.jpg,2.0,ignore,clean_highway_clean_highway7,564,224,224,224
tiles/dirty_highway_dirty_highway6__f001530__x0448_y0224.jpg,1.0,unclean,dirty_highway_dirty_highway6,1530,448,224,224
tiles/clean_highway_clean_highway9__f002412__x0448_y0224.jpg,0.0,clean,clean_highway_clean_highway9,2412,448,224,224
tiles/clean_highway_clean_highway9__f000816__x0224_y0224.jpg,0.0,clean,clean_highway_clean_highway9,816,224,224,224
tiles/dirty_sector_dirty_sector1__f000660__x0448_y0224.jpg,0.0,clean,dirty_sector_dirty_sector1,660,448,224,224
tiles/dirty_sector_dirty_sector9__f000828__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector9,828,224,224,224
tiles/dirty_highway_dirty_highway2__f000666__x0448_y0224.jpg,1.0,unclean,dirty_highway_dirty_highway2,666,448,224,224
tiles/dirty_sector_dirty_sector9__f000816__x0224_y0224.jpg,1.0,unclean,dirty_sector_dirty_sector9,816,224,224,224
